PE (V):8000, 3rd Electrode (V):4000, x_width (mm):0, y_height (mm):0, 1st Solenoid wire current (A):5.848292590887, 2st Solenoid wire current (A):-5.1642817615398
ion#, endposx (mm), endposy (mm), endposz (mm), endvelx (mm/usec), endvely (mm/usec), endvelz (mm/usec)
1,591.05608085163,-0.55893844657956,2.5152651135999,1230.8586638386,-12.12947620383,54.879465451878
2,591.09959780788,-1.6727270059841,-2.7687368850808,1230.4054253431,-36.084138543051,-59.572746039803
3,591.05215411958,0.84032804763136,4.2004519080849,1229.8111129185,17.584212264814,87.357773795328
4,591.09893357618,3.4075273640718,-2.4767707718657,1229.8299925935,71.040331281474,-51.763889728384
5,591.05048541525,1.3530766629434,0.2561070571502,1231.5106515718,29.927263487413,5.6296144110447
6,591.07981238648,-2.8633979713021,1.28576361901,1230.47369547,-61.768439380569,27.820629584746
7,591.03462140909,0.1361250800076,1.9492939171763,1231.2370802286,3.0437190211147,42.883169002848
8,591.03083932263,-2.2766478816093,3.2947426998867,1229.9063479533,-47.907240921003,69.505578759866
9,591.09365486354,3.2601579791665,2.9789305466911,1232.2054698648,58.313470108411,53.137409543817
10,591.04201207731,4.3274054787675,-1.1055520044424,1229.8322590563,88.8858636751,-22.821978948751
11,591.03751180436,-4.3657337121372,1.6874835772534,1230.7636987642,-84.373044380162,32.736470992295
12,591.00611419679,2.7834976768037,-3.3954058947856,1232.2743778936,49.45199493351,-60.495018924027
13,591.07472730032,0.11402538504762,-1.4448102450059,1231.4788360035,2.4820729745928,-31.921281054491
14,591.00379777517,1.3193862145576,0.52522816859765,1231.4912394593,29.203386998524,11.588611802077
15,591.07062604123,-1.8541987593439,0.78799388690869,1231.2021128813,-40.721592459881,17.360087110178
16,591.05702523433,-0.44931363685702,-2.7191145270024,1230.7400496016,-9.839327435375,-59.125034667665
17,591.01312178583,-1.0775017848275,-3.7296322080934,1229.9724039764,-22.911788598227,-78.959951779107
18,591.09161641104,-4.0450010542574,0.43798400620544,1229.8809371199,-84.955133374001,9.299587603826
19,591.08337681311,0.48134813072328,-0.47638998743771,1231.7221852047,10.666315298825,-10.583468336592
20,591.06764322371,-0.97963596152599,2.9962554367481,1230.4628908007,-21.066979171296,64.685124121611
21,591.08072465552,-2.9983549649109,-1.8269299462644,1230.2123264464,-64.197953769804,-39.015511687661
22,591.02928998063,-1.5386726340698,-2.9387263834337,1230.3430521974,-33.179582538022,-63.193755579083
23,591.04136106983,0.71283539229959,-3.9253025268919,1229.9145541777,14.935077422644,-82.79380970318
24,591.06723203813,-0.45217658087888,-2.8020778998605,1230.6820559123,-9.8875329440758,-60.834134746697
25,591.08109050769,-4.3049099984186,-1.5506586611936,1229.9208576833,-87.480235233789,-31.391772613261
26,591.04756353952,0.0369977498916,0.80534502683289,1231.6942687394,0.8406279254536,17.869775274586
27,591.04045431319,1.3776937919836,-1.1002277626792,1231.3359760774,30.342314373779,-24.287520051539
28,591.0452996282,1.7476975821478,3.2553914794299,1230.0864973801,37.301616311377,69.288608779276
29,591.09929551707,-1.3411854828532,-1.5915515773324,1231.1673624013,-29.46948265174,-34.892448848308
30,591.08182105987,3.2529009940551,-3.2646472937566,1231.3234323889,60.97914740503,-61.360429777219
31,591.03044724726,-0.27669723349003,-1.9381449866139,1231.2348523214,-6.1360227566315,-42.635766818574
32,591.02746991314,4.4147566754794,-1.5827126080585,1230.3915817724,86.971889488439,-31.302623054691
33,591.07263512795,-0.062018514338379,-0.68441324495725,1231.7199470344,-1.3969388563608,-15.186222318745
34,591.09654684273,3.5210528879124,-1.3373646330654,1230.0435695124,74.736658215788,-28.485151135613
35,591.03411518268,-2.3183908059808,-0.94772072523424,1230.9066670713,-50.667238642749,-20.64448654947
36,591.06929456561,0.10139306108892,-4.5967975342467,1229.9528751033,1.9406055215211,-93.101001825195
37,591.05085570367,2.3193582761419,-0.61596157743181,1230.9726361573,50.709176206147,-13.529093665881
38,591.01939656507,0.3453940512346,0.75825385038127,1231.6861446427,7.6865427688227,16.822582589863
39,591.04216098127,-0.16511111962907,-0.057926559255693,1231.7887837324,-3.6580484497871,-1.3224067138984
40,591.07258145009,-0.15182498465529,-4.5893518203702,1229.9429677241,-3.1899629643436,-93.017051823984
41,591.09459497036,-1.2943330039097,0.80769165626336,1231.4484011002,-28.546586705138,17.856394984239
42,591.05705015151,-2.2076160455879,-0.12822395209417,1231.0907625199,-48.404756826511,-2.7566601771532
43,591.06945307273,2.0651406355973,-2.8575079591736,1230.2008387852,44.10712144209,-61.179181405182
44,591.00533865039,2.5441029426492,-2.5585256683966,1230.143920269,54.290200096891,-54.725175361912
45,591.08156078327,2.1545749217422,4.0356455702399,1229.9196716757,43.868402237092,81.930001293051
46,591.00031853458,0.8762028305957,-0.99844594495448,1231.5280022191,19.373836353668,-22.128504295243
47,591.07910546097,-2.0936162731445,-3.8761300193618,1229.8123236889,-43.297651589489,-79.932842903282
48,591.01642006288,1.0938886095585,1.9627014133418,1231.0665930184,24.037460339073,43.016014570468
49,591.03585684087,-0.87008082734893,-3.7508933225133,1229.9929345726,-18.533989685583,-79.477723513958
50,591.08934372104,-2.4581595898124,2.3055021840512,1230.3100125157,-52.71540781195,49.555119460534
51,591.03609510196,-2.3098244115234,-1.1802855168286,1230.8478431947,-50.416199043228,-25.69049796401
52,591.05637355416,-1.4104533649731,1.3239063666866,1231.2482601839,-30.99315927781,29.157549814786
53,591.06813602455,-1.3569132459357,-0.10129671290454,1231.5172790146,-30.001913028197,-2.2076249331654
54,591.00529572456,-1.1506975799611,4.238357529936,1232.2695426913,-20.379947370374,75.481688266694
55,591.08301491526,-2.0914399026621,-0.13322989719446,1231.1584705224,-45.901450432699,-2.8724315944424
56,591.00903689316,1.1428907115739,1.9420853117045,1231.0621719479,25.112728842433,42.564467756228
57,591.00942860924,-1.1003360944781,-2.7820136047558,1230.5749372421,-23.915447447515,-60.263738902521
58,591.00070776048,1.3728806240681,-3.343191096822,1230.1401511879,29.245298712578,-71.453153318908
59,591.08810455779,-0.52447635871324,0.9178769174956,1231.6242127613,-11.590953797004,20.340787270538
60,591.0910008024,-0.60254964335416,-3.5826823989249,1230.1304846595,-12.934737469952,-76.371569346304
61,591.01699548355,3.0470236408242,-3.3656807897196,1231.6720198208,56.147246743319,-62.186249719403
62,591.01673791539,-0.31427818103296,-1.1775971159426,1231.5703759692,-6.9923842549663,-26.07840445427
63,591.02806348561,4.6141322888676,0.84595625909085,1230.4574722072,90.668695529569,16.505581564067
64,591.0483591022,-2.9611979966516,0.77101106117111,1230.5260517905,-64.03069496427,16.749792177732
65,591.08841858908,-2.6955861723123,-0.42569777647181,1230.7589412679,-58.629305397159,-9.1909519392165
66,591.05235895722,1.2981989230061,0.45425137706709,1231.5113713614,28.717973083881,10.012593219476
67,591.0091332087,-0.38342640652323,-2.2204727253211,1231.0622296091,-8.4634922619714,-48.688469869662
68,591.02542466928,1.9339524793018,2.7007346126644,1230.3396771035,41.676840881542,58.060146060455
69,591.02104278505,2.0247417424404,-1.335518907113,1230.955586157,44.255264722607,-29.262078686275
70,591.00366181982,-2.7197352822259,2.1646639404242,1230.2324040684,-58.258973346049,46.479494540832
71,591.08894310762,-0.83413216672248,-1.3945130220498,1231.4039075921,-18.428967821463,-30.731099294516
72,591.04383411087,2.4979869437882,2.3450611347141,1230.2682023492,53.64748677564,50.247029360186
73,591.03779084024,-0.34581437384914,-4.3273889181364,1232.4934396569,-6.1841358953781,-76.0346853843
74,591.06412073537,-3.244330530173,1.0207937194016,1230.2873812203,-69.598129073279,21.986527390831
75,591.02969661674,3.6154050994926,-2.9689676728963,1230.2339729009,71.815949883853,-59.124872629212
76,591.0322050744,1.6501328649482,1.637289915769,1231.0211307425,36.18305077103,35.820197235806
77,591.05665341724,-2.8747393720585,-1.5887011102261,1230.3682344229,-61.913341729042,-34.122788452486
78,591.02822779802,2.758169034085,2.4929425142118,1230.0725045805,58.781563080488,53.004884131986
79,591.00147557065,-1.2866678265995,3.8377659704121,1229.8886283933,-26.990444335607,80.82010999303
80,591.06904940721,2.1835096774634,0.27562925973944,1231.0975550408,47.875924571556,5.9893280141001
81,591.09371644341,1.6176431750804,-0.80819595148358,1231.3151391168,35.589109150605,-17.829681476812
82,591.00902030594,1.5404806364466,-2.2255726421383,1230.7705981705,33.501692472536,-48.517858581655
83,591.00688462088,0.12065122465722,-0.83651918004989,1231.6823042333,2.6550705899516,-18.575077790659
84,591.05460809575,3.1329312232821,-0.46197283805149,1230.4515751241,67.591612219839,-10.046348538567
85,591.0793646881,1.9762840486262,2.0225064922221,1230.6895532009,42.962409592662,43.868191277573
86,591.06265368378,3.3586494222483,-0.54730089968213,1230.2859677493,72.061472193536,-11.827973759444
87,591.03611130678,0.77787097884535,2.4745114610131,1230.8478516949,17.029401142115,53.960722295806
88,591.03373606241,-1.1064393044157,-1.2575080177961,1231.3789212852,-24.444102882364,-27.717688110749
89,591.03200382567,-1.4550535663487,1.163551640683,1231.282623345,-32.015853372849,25.660037183675
90,591.03088865288,-1.2190663017269,-3.8146765352675,1229.9063827349,-25.791061508126,-80.378627396006
91,591.02092735269,-1.7003434189589,1.3170698294791,1231.124159599,-37.296999088554,28.957206054107
92,591.0570652417,4.6194165138756,0.14230903493666,1230.0084594315,93.194621498396,2.7573055072967
93,591.00638087808,0.1499292505606,-0.73349642498358,1231.7066011181,3.3110334145816,-16.297524840586
94,591.00903133362,3.2832322173084,-1.7986578017276,1230.0548305351,69.820370230844,-38.355649309179
96,591.00719048614,-3.1023928061063,2.8213414089682,1229.830690173,-64.806388094015,59.075574518624
97,591.04338317865,0.2521038014434,-1.0697861931446,1231.6113581565,5.5601763489061,-23.710749151371
98,591.09492870491,-2.249625359836,-0.30107828997639,1231.0540625256,-49.261032340406,-6.536368595519
99,591.02818418617,4.6889032661609,-0.14466103172364,1230.4762142556,92.033638762776,-2.955393701122
100,591.02363555064,0.37964990552868,-1.5448752321676,1231.416564728,8.3462107395558,-34.126127396166
101,591.0523971246,0.47107453379642,0.52597688622777,1231.7152143915,10.467179484789,11.667012692896
102,591.07922400687,3.7172337315995,-2.7319708053046,1231.2941778672,69.80883608263,-51.446448196456
103,591.01580466552,-2.625333171246,-2.0537238855435,1230.3313846661,-56.529737626144,-44.116523308892
104,591.00513890188,0.34719193202489,-1.3757207862107,1231.4918464195,7.648315392199,-30.445003526716
105,591.03453375002,2.0641343741734,-2.4309915398086,1230.4345905624,44.473270347323,-52.498671523056
106,591.03841324967,0.68173597379694,0.7426907092543,1231.6368487579,15.134861436341,16.447925580615
107,591.08050215853,0.79824807981162,-2.5225962409082,1230.8146345892,17.322354406317,-54.957796560551
108,591.00123688511,-0.78522414592688,-3.67103334893,1230.0475818138,-16.795859050614,-78.079813672877
109,591.02453444807,2.5421019302216,-2.525598691059,1230.1593080374,54.26944976121,-54.042287937681
110,591.09921275405,-0.0051424487608153,-1.3317412240726,1231.5277082189,-0.14765901531428,-29.432630361021
111,591.0343672943,-1.7516620312875,2.95826512368,1230.2595690509,-37.499914325228,63.497197550676
112,591.06733541218,2.8339418204064,0.15611663089471,1230.6821172735,61.540972704142,3.3203671460489
113,591.06382838638,-2.9604356457582,1.6751072009153,1230.2870987511,-63.489255405386,36.02092657966
114,591.09436347997,3.8930532642217,2.425130069932,1231.4638495667,72.650743176299,45.124029696314
115,591.08180639543,0.28403018366747,-2.629478805013,1230.8154668296,6.1207783666805,-57.272703584214
116,591.08434839011,-3.7527379294915,0.47828625755889,1230.0326814246,-79.646924181117,10.244942095723
117,591.07337699535,-2.976005592562,0.58926201381415,1230.5465494208,-64.361405245272,12.820401181354
118,591.09155978991,-0.65541849806103,2.9430263949417,1230.5616626405,-14.106484507922,63.682026898611
119,591.06856690308,-3.3106033710576,-0.75512934874337,1230.2916920496,-71.069160972941,-16.124473263005
120,591.03451876669,-1.7094173986389,-3.7838229259064,1229.8463443221,-35.898219379616,-79.211416830782
121,591.00869130195,2.6134344211614,1.2355745422468,1230.6449259872,56.777060969233,26.764145792049
122,591.08402866932,1.7930238297204,3.0137911939756,1230.2157454077,38.439673028127,64.44283337569
123,591.02257799683,-0.68128037639094,2.5149173942312,1230.8406922906,-14.800058438692,54.879850730611
124,591.06384790567,-0.48113051630532,-3.1196688148458,1230.4595718269,-10.460054445048,-67.310172405464
125,591.06739445219,-1.4394733150518,1.1324809310234,1231.301491034,-31.663655858609,24.969519636533
126,591.0266743548,-2.3003246019551,-0.75382275534277,1230.958700294,-50.332900530398,-16.431824414314
127,591.04700334207,-2.795599756804,-0.58494626124004,1230.6699286812,-60.71923560884,-12.632247685345
128,591.00510140945,-1.3975357542202,-4.3050633779986,1229.8704796759,-28.673605718524,-87.964912304503
129,591.02125660673,-1.9499595266588,0.90677314460656,1231.124334786,-42.787164961431,19.95560118462
130,591.00620987681,-0.16265473677127,-2.0652024197367,1231.1709846563,-3.6266866115563,-45.393964919006
131,591.04321383578,1.07825038476,-1.3917735837374,1231.3370473993,23.733720801032,-30.705874808914
132,591.02154994894,-0.36483943387968,0.028776421675016,1231.7737342835,-8.1120565151725,0.6630864787262
133,591.00631588766,0.75116393704522,2.8991685160176,1230.5727650488,16.350937556585,62.811019499214
134,591.03712422174,-0.72006864576831,-0.012809700528302,1231.7113075726,-15.988561181662,-0.2673674945857
135,591.04525309667,-0.58044266339678,-1.4599896113135,1231.4256894591,-12.851675627868,-32.220947214712
136,591.0990896383,3.7195742087539,-0.57058672579144,1230.0458549663,78.977119563763,-12.20839041894
137,591.03519989488,1.0223886507637,-0.63169391385844,1231.5761550789,22.628295660319,-14.01451143212
138,591.01656419327,0.34416387768104,3.7176148390297,1230.0622498773,7.4174290865571,79.115790648869
139,591.07970946352,-3.4453558013018,2.4743565633299,1229.8214542308,-71.739566738556,51.65007841284
140,591.08020429451,-3.816784261578,-1.4567473980019,1229.8715921894,-80.164263025942,-30.488281485611
141,591.03699402062,-3.6944398068537,-2.8749658541707,1230.7537638316,-71.542188926853,-55.526705928136
142,591.02070294154,-1.842208647825,-0.91927699285716,1231.1784865188,-40.516090842076,-20.159936911081
143,591.07381261855,0.43801233850991,-3.1148402520874,1230.4683519803,9.3762695695962,-67.234265045032
144,591.00609549007,0.55582414018075,1.3044992868351,1231.492277338,12.328244261395,28.847356329786
145,591.03364538139,1.9203190911571,0.36617305053481,1231.2365642043,42.258574239279,8.0082356737223
146,591.01546490947,2.2810176550123,3.8895184808951,1229.8601430693,46.801746336956,79.583900137298
147,591.03006317874,1.4516709531302,1.8179674305267,1231.0200635888,31.84108076217,39.782769857776
148,591.01548972556,-2.7741455425075,-0.79001692598151,1230.6500169411,-60.256535220417,-17.085934920248
149,591.09041853869,-2.7060722852899,-3.0406144616707,1229.8799338419,-56.913118189826,-63.798182833643
150,591.00653360267,-1.5117030420366,0.031025879031468,1231.4533525844,-33.419154072611,0.72381246961635
151,591.00243779475,-1.3965356923299,0.97542538228147,1231.3630817583,-30.797641051161,21.562449864863
152,591.00197955162,1.2633248827077,-3.6872510710663,1229.9623284002,26.65465667541,-78.093756004371
153,591.06679071147,-1.894161644322,-4.0372526669093,1232.030514548,-34.305966021656,-72.860946031725
154,591.06562164481,-0.31032189556752,0.51246425015018,1231.7359342182,-6.8799748663273,11.380185851225
155,591.00569963884,0.53382352566677,0.52581656291756,1231.7064980989,11.871929762506,11.66643257306
156,591.06589342564,-2.8332511327552,-0.7698551361741,1230.6143267545,-61.42484269883,-16.615121979883
157,591.03357778565,1.5592355990282,-2.9220975679096,1230.3468151735,33.479594194485,-62.915831206665
158,591.00366822448,-2.8728899545252,0.36099029949312,1230.6412318408,-62.370688031958,7.9092462314159
159,591.04694143839,-0.23002809710578,-2.5742812217452,1230.8536284679,-5.0815459046048,-56.148849117541
160,591.02944932085,-1.5456179823885,-2.6642170827971,1230.5108547901,-33.494217164033,-57.583045476881
161,591.02641951564,-1.6491609951529,3.027825689728,1230.2523207083,-35.295328163864,64.979553601389
162,591.08376826352,-0.14006083896928,3.1313076139412,1230.4769363534,-2.9462597544585,67.587818269189
163,591.06040222004,-2.4191278327762,-2.3972654372431,1230.2837994007,-51.970907229433,-51.382425159203
164,591.0609431014,0.07799832399012,-3.6728827508784,1230.1011982219,1.570835891266,-78.252138270622
165,591.08914317309,-1.204748877663,4.4350144503135,1231.4121436046,-22.418273360361,82.957377080682
166,591.02556001815,-1.9126619869488,0.43811835473028,1231.2322130256,-42.072766242021,9.6866852555791
167,591.0350120638,-4.6240726867356,-0.74752729713545,1230.7198925507,-89.637430394057,-14.373328317537
168,591.07084947393,1.6139104559499,2.9843696988175,1230.2939156104,34.711753951066,64.011521939411
169,591.05605083346,-0.83219984173397,3.730703641635,1230.0094909221,-17.558103895941,79.143681681004
170,591.05322115045,-0.085595687137986,0.51011654432128,1231.7531370117,-1.8835133752255,11.33168149566
171,591.06352371313,3.0826903113709,1.1096286858895,1230.3748255533,66.381747451938,23.808223397201
172,591.03867528462,1.7457029084578,-1.6620280616389,1230.9655109487,38.139519857064,-36.394108259977
173,591.00897728126,-1.2333316187625,-1.7749964021868,1231.1179525646,-27.123581350994,-38.940981939744
174,591.09061479095,-4.1360855929814,-1.9157887430103,1229.8966868894,-84.239649754166,-38.895816235483
175,591.01027131342,-2.8456943890344,-1.2307456978556,1230.496350109,-61.56981647355,-26.544337055563
176,591.09199449779,-0.58342573343817,0.87720888897855,1231.625232965,-12.897325577468,19.440457160823
177,591.00104766845,-3.3040046409323,2.8491652301369,1229.8115691632,-68.368591851229,59.099318791281
178,591.02816970391,3.9069470856589,-2.5856766595043,1230.3176520438,77.299922398465,-51.297314882131
179,591.03657508389,1.9314081085075,-3.8502270464045,1229.812361624,40.034431296048,-80.045771599972
180,591.03640958739,0.86536639255247,-1.8528395109962,1231.1857570305,18.973169908274,-40.743982745526
181,591.05849703143,0.1066040238814,-3.1606958646442,1230.4549136342,2.2219405891021,-68.207047938064
182,591.0823676825,3.0015505853068,0.90837569741285,1230.475832947,64.805340787189,19.532052887391
183,591.06609585453,1.5849069703797,0.71724112326819,1231.3462461052,34.946209234879,15.768028517761
184,591.03194454225,4.0810228522923,1.8549399341451,1229.8404839057,83.785160219293,37.960931854381
185,591.07255509496,-4.3994900293245,-0.38274026992005,1229.8142970713,-90.727877164931,-7.783725326663
186,591.0810723689,-2.5363460705576,3.397383979985,1229.8223747463,-52.77796930122,70.869782794612
187,591.05633889791,1.6047694679463,1.0802511050671,1231.2482430047,35.327558011144,23.722599190512
188,591.09560004986,-3.1016283936522,2.6241779930798,1229.8841244652,-65.09833730617,55.208331313437
189,591.06713013059,0.75621411099284,-4.1933198579749,1229.8142576263,15.643562827137,-87.33532538983
190,591.02443405769,-0.41237219224483,2.3872619703484,1230.9574614906,-8.9613224005115,52.226740185353
191,591.08615552704,0.78394443484851,-0.55984303606714,1231.6533540971,17.354868815381,-12.42497444902
192,591.0558013204,0.61924028432433,-2.3140016783257,1230.9755875305,13.484834400762,-50.621985391255
193,591.05365911054,1.3670218048238,0.14010034726185,1231.511868896,30.231577699129,3.0642725361627
195,591.03831218452,1.3568457643443,2.7546166843263,1230.5178763917,29.414614184566,59.545528372314
196,591.05236969572,-4.0965187417975,1.2512618847451,1229.8110869657,-85.186945004942,26.130363096916
197,591.00942616528,0.18860036662869,3.4637490031733,1230.2373051947,4.1302485899031,74.266201197916
198,591.01424085255,0.58002495295658,-0.28696906136039,1231.7276823906,12.880824474001,-6.3871620322702
199,591.01624131692,-4.5383616977737,0.16387037450858,1231.6656579959,-83.777092928895,3.1374204316987
200,591.09133578119,3.6050559802352,0.68058547781851,1233.9458823543,54.859660762179,10.264863357869
201,591.00710256586,3.1963506915175,1.355154077975,1230.2353180473,68.56879692335,28.97716553537
202,591.08098267158,2.0795222836301,-0.93952270682333,1231.0463077782,45.510006607999,-20.623755394581
203,591.04018992493,4.1248151090424,1.7209708822235,1229.8334848961,84.771646893363,35.249238905947
204,591.00753245491,-2.5245103987646,-2.1914553409989,1230.324444316,-54.35848470405,-47.076782639287
205,591.03134285231,-1.1526812378046,-0.35242448203344,1231.5749787099,-25.53856057648,-7.7778757717386
206,591.08497185513,2.0458881182022,1.0027478444208,1231.0484932569,44.820783256802,21.904789343268
207,591.01333687657,1.7948256655118,-0.55895869469874,1231.2738454159,39.519239482492,-12.356883909301
208,591.08474669488,1.5449524507637,2.1435405799296,1230.8173538995,33.699357209478,46.644246863272
209,591.0269451882,-1.4461174002114,-2.0525225026087,1230.9018987669,-31.641695166181,-44.801097064485
210,591.06468967178,-0.97871004050247,-3.3934721218312,1230.1960849979,-21.018957826326,-72.563320137168
212,591.09092004722,0.0070014315456139,0.95882243071976,1231.6548039781,0.18103116577319,21.243029074954
213,591.04579975351,-1.7026262688274,-2.1793910948221,1230.7324677859,-37.08390540273,-47.357608881255
214,591.04130192753,-0.12951111543488,2.4046114413451,1230.9670216264,-2.7726516494197,52.594466564095
215,591.09053467983,1.9539839856266,2.9018958711625,1230.2217494205,41.885245521367,62.050988087182
216,591.07172884213,0.88650366770885,-1.2673933192078,1231.4383460037,19.536609054333,-27.99830081605
217,591.05953523672,3.7096198995517,2.1195542256155,1229.8113931762,77.26021542917,44.022933515857
219,591.06234190477,-1.896111047805,-2.1177320919599,1230.6791199527,-41.225104519035,-45.938590665117
220,591.09387035591,0.96918850014162,-1.2987087806271,1231.4056985969,21.338831977255,-28.662138080281
221,591.0641492964,-0.81552759449332,-2.244562259337,1230.9806675106,-17.890597866532,-49.066269366934
222,591.06250568831,-3.1479228238303,-0.25261505854959,1230.4583962458,-67.937312059038,-5.3732886704935
223,591.00285486617,-0.44733459862254,1.8355393085112,1231.2692427853,-9.8075390253659,40.444990993934
224,591.03607757657,-1.1490466056544,-0.34937679131145,1231.5764235326,-25.456305475942,-7.7106569053223
225,591.0785352125,2.3288769282059,-3.944658133474,1229.9282127859,47.174637488622,-80.12548093103
226,591.09773538453,-0.14325657450352,1.1349266180585,1231.5949267992,-3.144374308661,25.119721787003
227,591.08931507726,1.2776634758299,-3.4033575229729,1230.1287596779,27.156529067115,-72.591378434179
228,591.09223938234,0.53648213825521,4.0321969276524,1229.8814508,11.368564740117,84.686337589691
229,591.0754341236,-0.84934264120927,2.2214265109794,1230.98774139,-18.519070827485,48.599685309623
230,591.00605543647,0.62457917784232,2.6362594302921,1230.768877899,13.670290941423,57.411204523398
231,591.08715500907,0.55878012033101,3.0804075475976,1230.4795434697,12.13612982116,66.473881910083
232,591.01740321924,4.1882065816369,1.6620346140434,1229.8589817922,85.819681603908,33.936251686245
233,591.02105901432,1.4229393404492,-1.8504739298093,1231.0154609266,31.121448689845,-40.568015822147
234,591.05167101021,1.2163739104488,-4.2808588712558,1229.8297716319,24.91768827489,-88.094774139588
235,591.05865899263,-1.9484162295046,0.82846648311267,1231.1445949204,-42.743959223731,18.232394092438
236,591.02638248047,1.2234143052635,2.6012723990426,1230.6576303238,26.629922918832,56.453817478736
237,591.04331120234,-2.1237750000332,-0.17350915459963,1231.1361111338,-46.622278428382,-3.7563360807278
238,591.00967513358,-3.7638536141824,-2.249588030042,1232.2977658252,-66.93366583742,-39.879252525102
239,591.07188051024,1.3386011683441,-1.377105086447,1231.2559012871,29.408427346135,-30.321392093277
240,591.09741738483,2.511405967089,-3.3849287706571,1229.8300302792,52.314579480099,-70.684744051179
241,591.03504410169,3.0023237507687,3.5692587305407,1230.1402550439,60.118379565277,71.292396140573
242,591.08634111424,-0.66041637450745,2.1793438369979,1231.0492456154,-14.405860530384,47.733907101656
243,591.0551300416,-3.1796266646977,0.83068744701541,1230.3667791815,-68.414429661162,17.957779744978
244,591.07764511802,-2.1398956873675,-0.8008203945804,1231.0444952701,-46.876387572281,-17.481800219008
245,591.05049155548,1.3769949474043,-0.016632745874027,1231.5106539601,30.449371257899,-0.40213562074317
246,591.03840835122,0.72711437483175,1.6082413822147,1231.3351923024,16.068878842854,35.434402504345
